Team,Year,Player,Salary
BOS,1991,Robert Parish,2500000
BOS,1991,Larry Bird,1500000
BOS,1991,Kevin McHale,1400000
BOS,1991,Brian Shaw,1212000
BOS,1991,Joe Kleine,850000
BOS,1991,Ed Pinckney,750000
BOS,1991,John Bagley,550000
BOS,1991,Dee Brown,547000
BOS,1991,Michael Smith,525000
BOS,1991,Reggie Lewis,400000
BOS,1991,Kevin Gamble,375000
BOS,1991,Derek Smith,315000
BOS,1991,Stojko Vrankovic,222000
BOS,1991,Dave Popson,80000
BOS,1991,A.J. Wynder,30000
PHI,1991,Charles Barkley,2900000
PHI,1991,Johnny Dawkins,1500000
PHI,1991,Rick Mahorn,1330000
PHI,1991,Manute Bol,1300000
PHI,1991,Armen Gilliam,1200000
PHI,1991,Hersey Hawkins,1000000
PHI,1991,Jayson Williams,500000
PHI,1991,Brian Oliver,455000
PHI,1991,Ron Anderson,425000
PHI,1991,Dave Hoppen,400000
PHI,1991,Kenny Payne,400000
PHI,1991,Rickey Green,120000
PHI,1991,Andre Turner,110000
NYK,1991,Patrick Ewing,4250000
NYK,1991,Mark Jackson,1785000
NYK,1991,Charles Oakley,1050000
NYK,1991,Kiki Vandeweghe,1025000
NYK,1991,Maurice Cheeks,1000000
NYK,1991,Kenny Walker,875000
NYK,1991,Trent Tucker,835000
NYK,1991,Gerald Wilkins,725000
NYK,1991,Jerrod Mustaf,565000
NYK,1991,Eddie Lee Wilkins,400000
NYK,1991,Brian Quinnett,360000
NYK,1991,Greg Grant,300000
NYK,1991,John Starks,120000
WSB,1991,Pervis Ellison,2300000
WSB,1991,Bernard King,1600000
WSB,1991,John Williams,1000000
WSB,1991,Tom Hammonds,800000
WSB,1991,Charles Jones,675000
WSB,1991,Darrell Walker,610000
WSB,1991,Ledell Eackles,605000
WSB,1991,Mark Alarie,500000
WSB,1991,Harvey Grant,475000
WSB,1991,Byron Irvin,375000
WSB,1991,A.J. English,275000
WSB,1991,Greg Foster,275000
WSB,1991,Haywoode Workman,120000
NJN,1991,Derrick Coleman,2100000
NJN,1991,Sam Bowie,2000000
NJN,1991,Roy Hinson,1250000
NJN,1991,Drazen Petrovic,1200000
NJN,1991,Chris Dudley,950000
NJN,1991,Reggie Theus,765000
NJN,1991,Chris Morris,750000
NJN,1991,Terry Mills,600000
NJN,1991,Mookie Blaylock,525000
NJN,1991,Tate George,410000
NJN,1991,Jack Haley,360000
NJN,1991,Jud Buechler,225000
NJN,1991,Derrick Gervin,155000
NJN,1991,Kurk Lee,120000
MIA,1991,Willie Burton,2000000
MIA,1991,Alec Kessler,1600000
MIA,1991,Glen Rice,1550000
MIA,1991,Rony Seikaly,755000
MIA,1991,Kevin Edwards,425000
MIA,1991,Billy Thompson,400000
MIA,1991,Jon Sundvold,335000
MIA,1991,Sherman Douglas,325000
MIA,1991,Grant Long,300000
MIA,1991,Bimbo Coles,290000
MIA,1991,Terry Davis,250000
MIA,1991,Keith Askins,150000
MIA,1991,Alan Ogg,130000
CHI,1991,Michael Jordan,2500000
CHI,1991,Bill Cartwright,1100000
CHI,1991,Horace Grant,1000000
CHI,1991,Stacey King,1000000
CHI,1991,Dennis Hopson,915000
CHI,1991,Scottie Pippen,765000
CHI,1991,Cliff Levingston,750000
CHI,1991,Craig Hodges,600000
CHI,1991,Will Perdue,450000
CHI,1991,B.J. Armstrong,425000
CHI,1991,John Paxson,385000
CHI,1991,Scott Williams,150000
DET,1991,Isiah Thomas,2720000
DET,1991,Bill Laimbeer,1510000
DET,1991,Vinnie Johnson,1400000
DET,1991,Mark Aguirre,1115000
DET,1991,Joe Dumars,1035000
DET,1991,James Edwards,935000
DET,1991,Dennis Rodman,880000
DET,1991,William Bedford,850000
DET,1991,Tree Rollins,800000
DET,1991,John Salley,575000
DET,1991,Scott Hastings,450000
DET,1991,Lance Blanks,365000
DET,1991,John Long,150000
DET,1991,Gerald Henderson,125000
MIL,1991,Jack Sikma,1600000
MIL,1991,Danny Schayes,1500000
MIL,1991,Brad Lohaus,1275000
MIL,1991,Dale Ellis,1250000
MIL,1991,Frank Brickowski,905000
MIL,1991,Lester Conner,900000
MIL,1991,Alvin Robertson,870000
MIL,1991,Fred Roberts,690000
MIL,1991,Jay Humphries,650000
MIL,1991,Jeff Grayer,605000
MIL,1991,Larry Krystkowiak,605000
MIL,1991,Adrian Dantley,400000
MIL,1991,Frank Kornet,225000
MIL,1991,Steve Henson,120000
ATL,1991,Moses Malone,2406000
ATL,1991,Dominique Wilkins,2065000
ATL,1991,Jon Koncak,1550000
ATL,1991,Doc Rivers,895000
ATL,1991,Rumeal Robinson,800000
ATL,1991,Tim McCormick,775000
ATL,1991,Kevin Willis,685000
ATL,1991,Alexander Volkov,650000
ATL,1991,John Battle,590000
ATL,1991,Sidney Moncrief,510000
ATL,1991,Spud Webb,510000
ATL,1991,Gary Leonard,200000
ATL,1991,Duane Ferrell,125000
IND,1991,Chuck Person,2150000
IND,1991,LaSalle Thompson,2000000
IND,1991,Rik Smits,1350000
IND,1991,Detlef Schrempf,1160000
IND,1991,George McCloud,940000
IND,1991,Mike Sanders,760000
IND,1991,Vern Fleming,667000
IND,1991,Reggie Miller,654000
IND,1991,Randy Wittman,500000
IND,1991,Micheal Williams,325000
IND,1991,Greg Dreiling,300000
IND,1991,Kenny Williams,175000
CLE,1991,Hot Rod Williams,3785000
CLE,1991,Danny Ferry,2640000
CLE,1991,Mark Price,1400000
CLE,1991,Brad Daugherty,1320000
CLE,1991,Larry Nance,1260000
CLE,1991,Craig Ehlo,925000
CLE,1991,Chucky Brown,630000
CLE,1991,Steve Kerr,548000
CLE,1991,Winston Bennett,525000
CLE,1991,Derrick Chievous,525000
CLE,1991,John Morton,350000
CLE,1991,Milos Babic,200000
CLE,1991,Gerald Paddio,120000
CLE,1991,Darnell Valentine,100000
CLE,1991,Henry James,75000
CHH,1991,Mike Gminski,1650000
CHH,1991,Kendall Gill,1500000
CHH,1991,J.R. Reid,1250000
CHH,1991,Johnny Newman,1200000
CHH,1991,Kelly Tripucka,1000000
CHH,1991,Dell Curry,900000
CHH,1991,Muggsy Bogues,805000
CHH,1991,Rex Chapman,675000
CHH,1991,Eric Leckner,485000
CHH,1991,Kenny Gattison,355000
CHH,1991,Randolph Keys,322000
CHH,1991,Steve Scheffler,200000
CHH,1991,Scott Haffner,75000
SAS,1991,David Robinson,2265000
SAS,1991,Terry Cummings,1860000
SAS,1991,Sean Elliott,1800000
SAS,1991,Paul Pressey,900000
SAS,1991,Sidney Green,837000
SAS,1991,David Wingate,750000
SAS,1991,Willie Anderson,725000
SAS,1991,Dave Greenwood,650000
SAS,1991,Dwayne Schintzius,520000
SAS,1991,Rod Strickland,400000
SAS,1991,Sean Higgins,150000
SAS,1991,Tony Massenburg,150000
SAS,1991,Avery Johnson,50000
UTA,1991,Karl Malone,2260000
UTA,1991,Mark Eaton,2000000
UTA,1991,John Stockton,2000000
UTA,1991,Thurl Bailey,1000000
UTA,1991,Jeff Malone,915000
UTA,1991,Darrell Griffith,850000
UTA,1991,Mike Brown,650000
UTA,1991,Blue Edwards,360000
UTA,1991,Walter Palmer,225000
UTA,1991,Delaney Rudd,215000
UTA,1991,Andy Toolson,120000
UTA,1991,Ken Bannister,50000
UTA,1991,Tony Brown,50000
HOU,1991,Hakeem Olajuwon,3175000
HOU,1991,Otis Thorpe,1760000
HOU,1991,Sleepy Floyd,1400000
HOU,1991,Larry Smith,800000
HOU,1991,Kenny Smith,700000
HOU,1991,Buck Johnson,675000
HOU,1991,Dave Jamerson,650000
HOU,1991,David Wood,300000
HOU,1991,Adrian Caldwell,275000
HOU,1991,Dave Feitl,275000
HOU,1991,Vernon Maxwell,250000
HOU,1991,Matt Bullard,120000
HOU,1991,Kennard Winchester,120000
ORL,1991,Dennis Scott,1560000
ORL,1991,Terry Catledge,1085000
ORL,1991,Sam Vincent,980000
ORL,1991,Nick Anderson,725000
ORL,1991,Greg Kite,480000
ORL,1991,Otis Smith,450000
ORL,1991,Jerry Reynolds,450000
ORL,1991,Mark Acres,437000
ORL,1991,Jeff Turner,410000
ORL,1991,Scott Skiles,408000
ORL,1991,Morlon Wiley,347000
ORL,1991,Michael Ansley,200000
MIN,1991,Tony Campbell,1200000
MIN,1991,Randy Breuer,1150000
MIN,1991,Felton Spencer,1070000
MIN,1991,Tyrone Corbin,830000
MIN,1991,Pooh Richardson,615000
MIN,1991,Tod Murphy,590000
MIN,1991,Gerald Glass,575000
MIN,1991,Sam Mitchell,500000
MIN,1991,Bob Thornton,335000
MIN,1991,Scott Brooks,295000
MIN,1991,Doug West,230000
MIN,1991,Richard Coffey,150000
DAL,1991,Rolando Blackman,1650000
DAL,1991,Derek Harper,1519000
DAL,1991,Fat Lever,1519000
DAL,1991,Alex English,1500000
DAL,1991,Herb Williams,1000000
DAL,1991,Rodney McCray,985000
DAL,1991,James Donaldson,880000
DAL,1991,Roy Tarpley,765000
DAL,1991,Randy White,730000
DAL,1991,Brad Davis,600000
DAL,1991,Steve Alford,250000
DAL,1991,John Shasky,150000
DAL,1991,Jim Grandholm,115000
DAL,1991,Kelvin Upshaw,30000
DEN,1991,Blair Rasmussen,2185000
DEN,1991,Mahmoud Abdul-Rauf,1660000
DEN,1991,Greg Anderson,1365000
DEN,1991,Joe Wolf,990000
DEN,1991,Michael Adams,825000
DEN,1991,Orlando Woolridge,805000
DEN,1991,Todd Lichti,565000
DEN,1991,Bill Hanzlik,510000
DEN,1991,Jerome Lane,500000
DEN,1991,Anthony Cook,370000
DEN,1991,Kenny Battle,350000
DEN,1991,Marcus Liberty,210000
POR,1991,Terry Porter,2000000
POR,1991,Kevin Duckworth,1710000
POR,1991,Buck Williams,1550000
POR,1991,Clyde Drexler,1180000
POR,1991,Wayne Cooper,1100000
POR,1991,Walter Davis,900000
POR,1991,Danny Ainge,725000
POR,1991,Jerome Kersey,550000
POR,1991,Danny Young,450000
POR,1991,Mark Bryant,405000
POR,1991,Alaa Abdelnaby,395000
POR,1991,Clifford Robinson,250000
LAL,1991,Magic Johnson,2400000
LAL,1991,Sam Perkins,1970000
LAL,1991,A.C. Green,1750000
LAL,1991,James Worthy,1600000
LAL,1991,Byron Scott,1100000
LAL,1991,Vlade Divac,770000
LAL,1991,Mychal Thompson,615000
LAL,1991,Elden Campbell,575000
LAL,1991,Larry Drew,550000
LAL,1991,Terry Teagle,550000
LAL,1991,Tony Smith,120000
LAL,1991,Irving Thomas,120000
PHO,1991,Tom Chambers,2060000
PHO,1991,Kevin Johnson,1750000
PHO,1991,Xavier McDaniel,1400000
PHO,1991,Jeff Hornacek,1100000
PHO,1991,Kurt Rambis,900000
PHO,1991,Mark West,875000
PHO,1991,Tim Perry,675000
PHO,1991,Andrew Lang,600000
PHO,1991,Ed Nealy,550000
PHO,1991,Negele Knight,468000
PHO,1991,Dan Majerle,430000
PHO,1991,Joe Barry Carroll,350000
PHO,1991,Cedric Ceballos,175000
PHO,1991,Ian Lockhart,130000
GSW,1991,Chris Mullin,2850000
GSW,1991,Alton Lister,1700000
GSW,1991,Sarunas Marciulionis,1270000
GSW,1991,Jim Petersen,1235000
GSW,1991,Tyrone Hill,1000000
GSW,1991,Mitch Richmond,850000
GSW,1991,Les Jepsen,505000
GSW,1991,Tim Hardaway,500000
GSW,1991,Rod Higgins,500000
GSW,1991,Tom Tolbert,405000
GSW,1991,Kevin Pritchard,185000
GSW,1991,Paul Mokeski,100000
GSW,1991,Mario Elie,50000
SEA,1991,Benoit Benjamin,1750000
SEA,1991,Gary Payton,1685000
SEA,1991,Ricky Pierce,1100000
SEA,1991,Eddie Johnson,1000000
SEA,1991,Derrick McKey,962000
SEA,1991,Michael Cage,910000
SEA,1991,Nate McMillan,658000
SEA,1991,Sedale Threatt,650000
SEA,1991,Dana Barros,500000
SEA,1991,Quintin Dailey,425000
SEA,1991,Shawn Kemp,350000
SEA,1991,Dave Corzine,300000
SEA,1991,Scott Meents,300000
LAC,1991,Danny Manning,2200000
LAC,1991,Ron Harper,1365000
LAC,1991,Ken Norman,1050000
LAC,1991,Charles Smith,1000000
LAC,1991,Bo Kimble,950000
LAC,1991,Loy Vaught,825000
LAC,1991,Olden Polynice,600000
LAC,1991,Gary Grant,530000
LAC,1991,Winston Garland,450000
LAC,1991,Ken Bannister,400000
LAC,1991,Tom Garrick,340000
LAC,1991,Mike Smrek,325000
LAC,1991,Jeff Martin,210000
SAC,1991,Wayman Tisdale,2330000
SAC,1991,Ralph Sampson,2250000
SAC,1991,Lionel Simmons,930000
SAC,1991,Travis Mays,800000
SAC,1991,Bill Wennington,700000
SAC,1991,Duane Causwell,650000
SAC,1991,Antoine Carr,610000
SAC,1991,Bob Hansen,550000
SAC,1991,Steve Colter,300000
SAC,1991,Rory Sparrow,300000
SAC,1991,Rick Calloway,125000
SAC,1991,Anthony Frederick,30000
SAC,1991,Jim Les,30000
BOS,1992,Larry Bird,7070000
BOS,1992,Kevin McHale,3500000
BOS,1992,Reggie Lewis,3340000
BOS,1992,Robert Parish,3000000
BOS,1992,Kevin Gamble,1400000
BOS,1992,Brian Shaw,1313000
BOS,1992,Joe Kleine,950000
BOS,1992,Ed Pinckney,900000
BOS,1992,Dee Brown,705000
BOS,1992,Stojko Vrankovic,665000
BOS,1992,Michael Smith,625000
BOS,1992,John Bagley,550000
BOS,1992,Rick Fox,525000
BOS,1992,Rickey Green,315000
BOS,1992,Jim Paxson,225000
BOS,1992,Kevin Pritchard,130000
BOS,1992,A.J. Wynder,130000
NYK,1992,Patrick Ewing,3139000
NYK,1992,Xavier McDaniel,1625000
NYK,1992,Mark Jackson,1250000
NYK,1992,Charles Oakley,1050000
NYK,1992,Kiki Vandeweghe,1020000
NYK,1992,Greg Anthony,865000
NYK,1992,Tim McCormick,825000
NYK,1992,Gerald Wilkins,795000
NYK,1992,Stuart Gray,520000
NYK,1992,Brian Quinnett,450000
NYK,1992,John Starks,400000
NYK,1992,Anthony Mason,210000
NYK,1992,Patrick Eddie,130000
NYK,1992,Kennard Winchester,120000
NJN,1992,Derrick Coleman,2300000
NJN,1992,Sam Bowie,2000000
NJN,1992,Kenny Anderson,1828000
NJN,1992,Drazen Petrovic,1375000
NJN,1992,Chris Dudley,1000000
NJN,1992,Roy Hinson,943000
NJN,1992,Terry Mills,850000
NJN,1992,Chris Morris,650000
NJN,1992,Mookie Blaylock,575000
NJN,1992,Tate George,481000
NJN,1992,Rafael Addison,311000
NJN,1992,Doug Lee,150000
NJN,1992,Dave Feitl,135000
MIA,1992,Steve Smith,2250000
MIA,1992,Rony Seikaly,2002000
MIA,1992,Willie Burton,1402000
MIA,1992,Glen Rice,1302000
MIA,1992,Sherman Douglas,1250000
MIA,1992,Alec Kessler,1122000
MIA,1992,Kevin Edwards,600000
MIA,1992,Jeff Sanders,385000
MIA,1992,Jon Sundvold,333000
MIA,1992,Grant Long,252000
MIA,1992,Bimbo Coles,212000
MIA,1992,Keith Askins,202000
MIA,1992,Alan Ogg,202000
PHI,1992,Charles Barkley,3200000
PHI,1992,Johnny Dawkins,1700000
PHI,1992,Manute Bol,1350000
PHI,1992,Armen Gilliam,1350000
PHI,1992,Charles Shackleford,1332000
PHI,1992,Ron Anderson,1000000
PHI,1992,Hersey Hawkins,805000
PHI,1992,Jayson Williams,650000
PHI,1992,Dave Hoppen,500000
PHI,1992,Brian Oliver,456000
PHI,1992,Andrew Toney,450000
PHI,1992,Kenny Payne,410000
PHI,1992,Mitchell Wiggins,335000
PHI,1992,Rickey Green,130000
PHI,1992,Tharon Mayes,130000
PHI,1992,Robert Reid,130000
PHI,1992,Derek Strong,130000
WSB,1992,Bernard King,2525000
WSB,1992,Pervis Ellison,2300000
WSB,1992,Michael Adams,1309000
WSB,1992,John Williams,1100000
WSB,1992,Tom Hammonds,825000
WSB,1992,Ledell Eackles,780000
WSB,1992,Charles Jones,750000
WSB,1992,LaBradford Smith,620000
WSB,1992,Mark Alarie,550000
WSB,1992,Harvey Grant,450000
WSB,1992,Greg Foster,339000
WSB,1992,A.J. English,325000
WSB,1992,David Wingate,250000
WSB,1992,Haywoode Workman,250000
WSB,1992,Larry Stewart,130000
WSB,1992,Andre Turner,130000
ORL,1992,Dennis Scott,1980000
ORL,1992,Scott Skiles,1925000
ORL,1992,Terry Catledge,1386000
ORL,1992,Jerry Reynolds,1300000
ORL,1992,Sam Vincent,1260000
ORL,1992,Bison Dele,777000
ORL,1992,Nick Anderson,750000
ORL,1992,Greg Kite,700000
ORL,1992,Stanley Roberts,550000
ORL,1992,Jeff Turner,550000
ORL,1992,Mark Acres,547000
ORL,1992,Otis Smith,525000
CHI,1992,Michael Jordan,3250000
CHI,1992,Scottie Pippen,2770000
CHI,1992,Bill Cartwright,2000000
CHI,1992,Horace Grant,1750000
CHI,1992,John Paxson,1600000
CHI,1992,Cliff Levingston,1350000
CHI,1992,Stacey King,1100000
CHI,1992,Craig Hodges,700000
CHI,1992,Bob Hansen,600000
CHI,1992,Will Perdue,500000
CHI,1992,B.J. Armstrong,435000
CHI,1992,Scott Williams,350000
CHI,1992,Mark Randall,180000
CHI,1992,Rory Sparrow,126000
CHI,1992,Chuck Nevitt,118000
CLE,1992,Hot Rod Williams,3786000
CLE,1992,Danny Ferry,2843000
CLE,1992,Brad Daugherty,2245000
CLE,1992,Mark Price,1520000
CLE,1992,Larry Nance,1363000
CLE,1992,Craig Ehlo,925000
CLE,1992,John Battle,700000
CLE,1992,Chucky Brown,640000
CLE,1992,Steve Kerr,553000
CLE,1992,Winston Bennett,525000
CLE,1992,Terrell Brandon,525000
CLE,1992,Henry James,477000
CLE,1992,John Morton,450000
CLE,1992,Jimmy Oliver,200000
CLE,1992,Darnell Valentine,130000
DET,1992,Isiah Thomas,2960000
DET,1992,John Salley,2000000
DET,1992,Vinnie Johnson,1450000
DET,1992,Bill Laimbeer,1369000
DET,1992,Joe Dumars,1295000
DET,1992,Mark Aguirre,1232000
DET,1992,Dennis Rodman,1075000
DET,1992,Orlando Woolridge,957000
DET,1992,William Bedford,900000
DET,1992,Darrell Walker,665000
DET,1992,Brad Sellers,600000
DET,1992,Lance Blanks,415000
DET,1992,Mark Hughes,250000
DET,1992,Bob McCann,130000
DET,1992,Charles Thomas,130000
IND,1992,Reggie Miller,3211000
IND,1992,Chuck Person,2156000
IND,1992,LaSalle Thompson,2000000
IND,1992,Rik Smits,1350000
IND,1992,Detlef Schrempf,1278000
IND,1992,George McCloud,990000
IND,1992,Mike Sanders,860000
IND,1992,Vern Fleming,760000
IND,1992,Greg Dreiling,600000
IND,1992,Randy Wittman,550000
IND,1992,Micheal Williams,500000
IND,1992,Dale Davis,430000
IND,1992,Kenny Williams,275000
IND,1992,Sean Green,130000
ATL,1992,Dominique Wilkins,3100000
ATL,1992,Jon Koncak,2000000
ATL,1992,Blair Rasmussen,1558000
ATL,1992,Rumeal Robinson,1025000
ATL,1992,Maurice Cheeks,1000000
ATL,1992,Travis Mays,1000000
ATL,1992,Stacey Augmon,875000
ATL,1992,Kevin Willis,725000
ATL,1992,Alexander Volkov,675000
ATL,1992,Duane Ferrell,500000
ATL,1992,Rodney Monroe,217000
ATL,1992,Gary Leonard,130000
ATL,1992,Paul Graham,125000
MIL,1992,Moses Malone,1600000
MIL,1992,Danny Schayes,1600000
MIL,1992,Brad Lohaus,1377000
MIL,1992,Dale Ellis,1300000
MIL,1992,Frank Brickowski,1055000
MIL,1992,Alvin Robertson,1033000
MIL,1992,Jeff Grayer,950000
MIL,1992,Lester Conner,900000
MIL,1992,Fred Roberts,791000
MIL,1992,Jay Humphries,760000
MIL,1992,Larry Krystkowiak,605000
MIL,1992,Steve Henson,350000
MIL,1992,Bobby Phills,130000
CHH,1992,Larry Johnson,1955000
CHH,1992,Kendall Gill,1908000
CHH,1992,Mike Gminski,1850000
CHH,1992,J.R. Reid,1250000
CHH,1992,Johnny Newman,1206000
CHH,1992,Dell Curry,1006000
CHH,1992,Rex Chapman,940000
CHH,1992,Muggsy Bogues,906000
CHH,1992,Eric Leckner,618000
CHH,1992,Kenny Gattison,456000
CHH,1992,Mike Holton,400000
CHH,1992,Anthony Frederick,130000
UTA,1992,Karl Malone,2556000
UTA,1992,John Stockton,2100000
UTA,1992,Jeff Malone,1580000
UTA,1992,Mark Eaton,1333000
UTA,1992,Mike Brown,1175000
UTA,1992,Tyrone Corbin,922000
UTA,1992,Darrell Griffith,850000
UTA,1992,Eric Murdock,600000
UTA,1992,Blue Edwards,390000
UTA,1992,Walter Palmer,275000
UTA,1992,Andy Toolson,250000
UTA,1992,Delaney Rudd,240000
UTA,1992,David Benoit,230000
UTA,1992,Isaac Austin,130000
UTA,1992,Corey Crowder,130000
SAS,1992,David Robinson,2240000
SAS,1992,Terry Cummings,1861000
SAS,1992,Sean Elliott,1802000
SAS,1992,Antoine Carr,1263000
SAS,1992,Sidney Green,1063000
SAS,1992,Paul Pressey,1000000
SAS,1992,Willie Anderson,775000
SAS,1992,Rod Strickland,400000
SAS,1992,Tony Massenburg,200000
SAS,1992,Greg Sutton,175000
SAS,1992,Tom Copa,160000
SAS,1992,Kevin Pritchard,158000
SAS,1992,Vinnie Johnson,130000
SAS,1992,Donald Royal,130000
SAS,1992,Morlon Wiley,130000
SAS,1992,Dave Greenwood,100000
HOU,1992,Hakeem Olajuwon,3170000
HOU,1992,Otis Thorpe,1786000
HOU,1992,Kenny Smith,1633000
HOU,1992,Sleepy Floyd,1500000
HOU,1992,Larry Smith,997000
HOU,1992,Dave Jamerson,840000
HOU,1992,Buck Johnson,775000
HOU,1992,Mike Woodson,658000
HOU,1992,John Turner,615000
HOU,1992,Tree Rollins,375000
HOU,1992,Carl Herrera,325000
HOU,1992,Vernon Maxwell,325000
HOU,1992,Matt Bullard,275000
DEN,1992,Mahmoud Abdul-Rauf,2008000
DEN,1992,Dikembe Mutombo,2005000
DEN,1992,Greg Anderson,1465000
DEN,1992,Mark Macon,970000
DEN,1992,Joe Wolf,763000
DEN,1992,Jerome Lane,640000
DEN,1992,Kevin Brooks,625000
DEN,1992,Todd Lichti,565000
DEN,1992,Bill Hanzlik,508000
DEN,1992,Scott Hastings,500000
DEN,1992,Anthony Cook,480000
DEN,1992,Winston Garland,450000
DEN,1992,Reggie Williams,425000
DEN,1992,Marcus Liberty,260000
DEN,1992,Walter Davis,215000
DAL,1992,Rolando Blackman,1920000
DAL,1992,Derek Harper,1725000
DAL,1992,Fat Lever,1619000
DAL,1992,Doug Smith,1500000
DAL,1992,Herb Williams,1183000
DAL,1992,Rodney McCray,1025000
DAL,1992,James Donaldson,880000
DAL,1992,Randy White,855000
DAL,1992,Brad Davis,600000
DAL,1992,Alex English,500000
DAL,1992,Terry Davis,382000
DAL,1992,John Shasky,250000
DAL,1992,Kelvin Upshaw,250000
DAL,1992,Mike Iuzzolino,185000
DAL,1992,Donald Hodge,130000
MIN,1992,Luc Longley,1590000
MIN,1992,Felton Spencer,1340000
MIN,1992,Randy Breuer,1250000
MIN,1992,Tony Campbell,1183000
MIN,1992,Thurl Bailey,1000000
MIN,1992,Tod Murphy,760000
MIN,1992,Pooh Richardson,760000
MIN,1992,Gerald Glass,705000
MIN,1992,Sam Mitchell,630000
MIN,1992,Scott Brooks,400000
MIN,1992,Bob Thornton,335000
MIN,1992,Doug West,310000
MIN,1992,Myron Brown,200000
MIN,1992,Tom Garrick,200000
MIN,1992,Dan Godfread,100000
POR,1992,Kevin Duckworth,2013000
POR,1992,Terry Porter,1787000
POR,1992,Buck Williams,1700000
POR,1992,Clyde Drexler,1378000
POR,1992,Wayne Cooper,1200000
POR,1992,Walter Davis,1000000
POR,1992,Danny Ainge,725000
POR,1992,Jerome Kersey,561000
POR,1992,Danny Young,550000
POR,1992,Alaa Abdelnaby,494000
POR,1992,Clifford Robinson,474000
POR,1992,Mark Bryant,450000
POR,1992,Lamont Strothers,150000
POR,1992,Robert Pack,130000
POR,1992,Ennis Whatley,130000
GSW,1992,Chris Mullin,2844000
GSW,1992,Billy Owens,1509000
GSW,1992,Alton Lister,1333000
GSW,1992,Sarunas Marciulionis,1267000
GSW,1992,Tyrone Hill,1200000
GSW,1992,Jim Petersen,936000
GSW,1992,Victor Alexander,750000
GSW,1992,Chris Gatling,700000
GSW,1992,Tim Hardaway,640000
GSW,1992,Rod Higgins,550000
GSW,1992,Tom Tolbert,506000
GSW,1992,Vincent Askew,135000
GSW,1992,Mario Elie,130000
PHO,1992,Tom Chambers,2275000
PHO,1992,Kevin Johnson,1950000
PHO,1992,Jeff Hornacek,1428000
PHO,1992,Mark West,975000
PHO,1992,Kurt Rambis,950000
PHO,1992,Joe Barry Carroll,925000
PHO,1992,Trent Tucker,813000
PHO,1992,Jerrod Mustaf,735000
PHO,1992,Andrew Lang,700000
PHO,1992,Tim Perry,675000
PHO,1992,Ed Nealy,650000
PHO,1992,Dan Majerle,535000
PHO,1992,Negele Knight,469000
PHO,1992,Ian Lockhart,263000
PHO,1992,Cedric Ceballos,250000
SEA,1992,Benoit Benjamin,2875000
SEA,1992,Gary Payton,1883000
SEA,1992,Ricky Pierce,1750000
SEA,1992,Michael Cage,1390000
SEA,1992,Derrick McKey,1112000
SEA,1992,Eddie Johnson,1050000
SEA,1992,Nate McMillan,733000
SEA,1992,Rich King,600000
SEA,1992,Dana Barros,500000
SEA,1992,Shawn Kemp,430000
SEA,1992,Quintin Dailey,425000
SEA,1992,Dave Corzine,300000
SEA,1992,Marty Conlon,130000
SEA,1992,Bart Kofoed,130000
LAC,1992,Danny Manning,2300000
LAC,1992,Ron Harper,1650000
LAC,1992,Doc Rivers,1195000
LAC,1992,Bo Kimble,1150000
LAC,1992,Ken Norman,1150000
LAC,1992,Charles Smith,1050000
LAC,1992,Loy Vaught,1000000
LAC,1992,James Edwards,933000
LAC,1992,Gary Grant,928000
LAC,1992,Olden Polynice,750000
LAC,1992,Ken Bannister,300000
LAC,1992,LeRon Ellis,180000
LAC,1992,Tony Brown,130000
LAC,1992,Lanard Copeland,130000
LAC,1992,Elliot Perry,130000
LAL,1992,Sam Perkins,2507000
LAL,1992,Magic Johnson,2500000
LAL,1992,Mychal Thompson,1807000
LAL,1992,A.C. Green,1750000
LAL,1992,James Worthy,1750000
LAL,1992,Byron Scott,1100000
LAL,1992,Vlade Divac,942000
LAL,1992,Terry Teagle,700000
LAL,1992,Sedale Threatt,612000
LAL,1992,Larry Drew,600000
LAL,1992,Elden Campbell,575000
LAL,1992,Tony Smith,400000
LAL,1992,Jack Haley,300000
LAL,1992,Keith Owens,130000
SAC,1992,Ralph Sampson,2685000
SAC,1992,Wayman Tisdale,2333000
SAC,1992,Lionel Simmons,1289000
SAC,1992,Dennis Hopson,950000
SAC,1992,Mitch Richmond,950000
SAC,1992,Duane Causwell,820000
SAC,1992,Dwayne Schintzius,650000
SAC,1992,Anthony Bonner,568000
SAC,1992,Spud Webb,560000
SAC,1992,Les Jepsen,504000
SAC,1992,Pete Chilcutt,475000
SAC,1992,Jim Les,323000
SAC,1992,Randy Brown,210000
SAC,1992,Jawann Oldham,175000
NYK,1993,Patrick Ewing,3300000
NYK,1993,Rolando Blackman,1500000
NYK,1993,Tony Campbell,1383000
NYK,1993,Charles Smith,1250000
NYK,1993,Greg Anthony,1067000
NYK,1993,Charles Oakley,1050000
NYK,1993,Doc Rivers,895000
NYK,1993,Bo Kimble,865000
NYK,1993,Tim McCormick,660000
NYK,1993,John Starks,600000
NYK,1993,Hubert Davis,588000
NYK,1993,Herb Williams,430000
NYK,1993,Anthony Mason,273000
NYK,1993,Eric Anderson,140000
BOS,1993,Robert Parish,3513000
BOS,1993,Kevin McHale,3500000
BOS,1993,Reggie Lewis,3320000
BOS,1993,Larry Bird,2300000
BOS,1993,Xavier McDaniel,1869000
BOS,1993,Sherman Douglas,1869000
